state,state_abbreviation,county,fips,Hillary Clinton,Donald Trump,population,education,income
Texas,TX,Hartley,48205.0,29,247,6089,80.9,24566
Texas,TX,Haskell,48207.0,159,209,5769,74.3,22223
Texas,TX,Hays,48209.0,6625,4974,185025,89.3,26873
Texas,TX,Hemphill,48211.0,15,349,4180,79.3,29544
Texas,TX,Henderson,48213.0,1593,4655,79290,80.7,21995
Texas,TX,Hidalgo,48215.0,40276,5521,831073,61.8,14222
Texas,TX,Hill,48217.0,718,2900,34848,78.7,21182
Texas,TX,Hockley,48219.0,183,1017,23577,77.3,21984
Texas,TX,Hood,48221.0,928,4511,53921,87.1,30046
Texas,TX,Hopkins,48223.0,628,2069,35921,80.2,21606
Texas,TX,Houston,48225.0,464,1473,22741,80.6,19090
Texas,TX,Howard,48227.0,350,1084,36651,74.1,19965
Texas,TX,Hudspeth,48229.0,147,76,3211,54.0,14142
Texas,TX,Hunt,48231.0,1328,4203,88493,81.8,22341
Texas,TX,Hutchinson,48233.0,153,1413,21773,83.4,23383
Texas,TX,Irion,48235.0,28,91,1574,82.5,28055
Texas,TX,Jack,48237.0,87,644,8855,81.6,24325
Texas,TX,Jackson,48239.0,266,795,14739,80.6,23418
Texas,TX,Jasper,48241.0,932,2059,35552,83.3,20254
Texas,TX,Jeff Davis,48243.0,140,144,2204,81.1,26958
Texas,TX,Jefferson,48245.0,16580,5969,252235,82.4,23236
Texas,TX,Jim Hogg,48247.0,1421,15,5255,66.1,19212
Texas,TX,Jim Wells,48249.0,4688,738,41353,70.5,20452
Texas,TX,Johnson,48251.0,2270,7265,157456,83.1,24816
Texas,TX,Jones,48253.0,173,963,19936,72.4,14827
Texas,TX,Karnes,48255.0,719,348,14906,70.8,19899
Texas,TX,Kaufman,48257.0,2229,5507,111236,82.5,24954
Texas,TX,Kendall,48259.0,641,2506,38880,90.0,35827
Texas,TX,Kenedy,48261.0,63,2,400,65.3,15157
Texas,TX,Kent,48263.0,22,73,785,83.4,24839
Texas,TX,Kerr,48265.0,1016,3563,50562,87.4,26334
Texas,TX,Kimble,48267.0,29,400,4438,79.1,27502
Texas,TX,King,48269.0,2,39,262,81.7,29836
Texas,TX,Kinney,48271.0,211,189,3526,68.9,16700
Texas,TX,Kleberg,48273.0,1738,609,32190,74.1,18918
Texas,TX,Knox,48275.0,68,198,3858,78.6,19396
Texas,TX,La Salle,48283.0,557,115,7474,52.9,13307
Texas,TX,La Vaca,48285.0,322,1216,19721,79.2,24299
Texas,TX,Lamar,48277.0,923,3287,49523,83.1,21468
Texas,TX,Lamb,48279.0,172,612,13574,70.2,18744
Texas,TX,Lampasas,48281.0,324,1245,20156,86.0,23423
Texas,TX,Lee,48287.0,366,1143,16742,81.6,25123
Texas,TX,Leon,48289.0,289,1256,16861,82.9,24170
Texas,TX,Liberty,48291.0,1041,4136,78117,75.1,19740
Texas,TX,Limestone,48293.0,592,1273,23524,79.3,19352
Texas,TX,Lipscomb,48295.0,22,287,3553,81.6,29017
Texas,TX,Live Oak,48297.0,203,679,12091,79.6,21016
Texas,TX,Llano,48299.0,512,1997,19510,86.7,33634
Texas,TX,Loving,48301.0,3,7,86,89.5,34068
Texas,TX,Lubbock,48303.0,5767,9463,293974,84.4,23773
Texas,TX,Lynn,48305.0,14,294,5771,76.1,21639
Texas,TX,Madison,48313.0,227,671,13861,78.8,15131
Texas,TX,Marion,48315.0,421,694,10149,81.0,20337
Texas,TX,Martin,48317.0,36,205,5460,70.1,20859
Texas,TX,Mason,48319.0,89,320,4071,82.0,27504
Texas,TX,Matagorda,48321.0,1088,1470,36519,78.1,23389
Texas,TX,Maverick,48323.0,4342,143,57023,56.6,13668
Texas,TX,McCulloch,48307.0,93,662,8199,77.1,20677
Texas,TX,McLennan,48309.0,5531,7669,243441,82.3,21660
Texas,TX,McMullen,48311.0,4,157,805,67.0,27375
Texas,TX,Medina,48325.0,1070,2203,47894,80.5,22413
Texas,TX,Menard,48327.0,23,211,2147,75.3,18253
Texas,TX,Midland,48329.0,1551,4561,155830,81.8,33672
Texas,TX,Milam,48331.0,577,1370,24256,81.2,21248
Texas,TX,Mills,48333.0,50,444,4870,81.5,22651
Texas,TX,Mitchell,48335.0,109,344,9076,75.3,15936
Texas,TX,Montague,48337.0,153,1610,19416,82.0,24699
Texas,TX,Montgomery,48339.0,7540,24150,518947,86.3,32911
Texas,TX,Moore,48341.0,149,593,22148,67.5,19770
Texas,TX,Morris,48343.0,461,508,12743,82.0,20045
Texas,TX,Motley,48345.0,13,137,1153,86.8,18828
Texas,TX,Nacogdoches,48347.0,1597,2311,65301,80.5,20362
Texas,TX,Navarro,48349.0,955,2407,48195,78.6,20327
Texas,TX,Newton,48351.0,605,692,14138,85.1,20431
Texas,TX,Nolan,48353.0,270,826,15093,78.7,19002
Texas,TX,Nueces,48355.0,15662,8475,356221,79.8,23671
Texas,TX,Ochiltree,48357.0,35,429,10758,69.5,23382
Texas,TX,Oldham,48359.0,11,119,2070,87.3,22519
Texas,TX,Orange,48361.0,1852,5135,83433,86.2,24736
Texas,TX,Palo Pinto,48363.0,361,1935,28096,79.4,23655
Texas,TX,Panola,48365.0,559,1656,23769,83.5,26525
Texas,TX,Parker,48367.0,1800,7944,123164,88.1,30692
Texas,TX,Parmer,48369.0,82,218,9908,62.5,19304
Texas,TX,Pecos,48371.0,816,378,15893,68.7,20245
Texas,TX,Polk,48373.0,859,2756,46079,76.9,19498
Texas,TX,Potter,48375.0,1490,2764,121627,75.7,19861
Texas,TX,Presidio,48377.0,776,32,6976,54.7,16175
Texas,TX,Rains,48379.0,173,728,11032,82.2,21946
Texas,TX,Randall,48381.0,1586,5389,128220,91.1,29124
Texas,TX,Reagan,48383.0,12,192,3755,61.2,26633
Texas,TX,Real,48385.0,28,484,3371,76.6,17931
Texas,TX,Red River,48387.0,377,933,12446,76.7,19014
Texas,TX,Reeves,48389.0,1128,36,14349,63.2,15467
Texas,TX,Refugio,48391.0,549,329,7302,78.6,23174
Texas,TX,Roberts,48393.0,3,115,928,92.6,36172
Texas,TX,Robertson,48395.0,893,743,16500,76.3,21709
Texas,TX,Rockwall,48397.0,1722,4766,87809,91.2,34617
Texas,TX,Runnels,48399.0,80,722,10416,77.6,20235
Texas,TX,Rusk,48401.0,1114,2551,53923,79.8,21640
Texas,TX,Sabine,48403.0,192,1215,10350,80.3,18762
Texas,TX,San Augustine,48405.0,366,803,8610,77.2,18695
Texas,TX,San Jacinto,48407.0,561,1586,27099,78.9,24733
Texas,TX,San Patricio,48409.0,2633,2242,66915,77.0,23373
Texas,TX,San Saba,48411.0,58,430,5622,81.0,18009
Texas,TX,Schleicher,48413.0,58,120,3162,76.3,24787
Texas,TX,Scurry,48415.0,154,777,17328,76.1,22860
Texas,TX,Shackelford,48417.0,15,363,3343,87.1,25436
Texas,TX,Shelby,48419.0,346,1520,25515,77.5,21126
Texas,TX,Sherman,48421.0,19,123,3084,77.0,21936
Texas,TX,Smith,48423.0,5752,8205,218842,85.2,25626
Texas,TX,Somervell,48425.0,66,700,8694,84.4,28134
Texas,TX,Starr,48427.0,6918,29,62955,45.0,11584
Texas,TX,Stephens,48429.0,45,957,9405,80.6,20535
Texas,TX,Sterling,48431.0,5,112,1339,76.9,20157
Texas,TX,Stonewall,48433.0,59,87,1403,74.6,24063
Texas,TX,Sutton,48435.0,27,250,3972,76.9,27721
Texas,TX,Swisher,48437.0,141,230,7581,78.3,17880
Texas,TX,Tarrant,48439.0,67590,56023,1945360,84.5,28266
Texas,TX,Taylor,48441.0,1789,5081,135143,85.4,23141
Texas,TX,Terrell,48443.0,67,49,927,74.5,31578
Texas,TX,Terry,48445.0,141,468,12739,69.1,21201
Texas,TX,Throckmorton,48447.0,26,129,1608,80.1,24086
Texas,TX,Titus,48449.0,475,1339,32506,72.1,19356
Texas,TX,Tom Green,48451.0,1650,4192,116608,82.6,23712
Texas,TX,Travis,48453.0,69314,21469,1151145,87.0,33206
Texas,TX,Trinity,48455.0,333,1393,14224,81.3,18730
Texas,TX,Tyler,48457.0,453,1537,21418,82.8,19612
Texas,TX,Upshur,48459.0,725,2426,40354,82.5,22483
Texas,TX,Upton,48461.0,91,171,3454,73.9,22953
Texas,TX,Uvalde,48463.0,1740,672,27117,69.1,17479
Texas,TX,Val Verde,48465.0,1777,798,48974,67.0,17867
Texas,TX,Van Zandt,48467.0,722,3504,52910,81.2,21920
Texas,TX,Victoria,48469.0,2205,3427,91081,81.8,24700
Texas,TX,Walker,48471.0,1290,2467,69789,81.7,16330
Texas,TX,Waller,48473.0,1221,1675,46820,80.9,22412
Texas,TX,Ward,48475.0,306,383,11625,71.9,22278
Texas,TX,Washington,48477.0,781,1566,34438,80.9,23070
Texas,TX,Webb,48479.0,18559,1427,266673,64.2,14553
Texas,TX,Wharton,48481.0,960,1959,41168,74.7,20310
Texas,TX,Wheeler,48483.0,37,526,5714,80.5,30097
Texas,TX,Wichita,48485.0,1958,4183,132355,85.2,22905
Texas,TX,Wilbarger,48487.0,136,729,12973,79.0,20373
Texas,TX,Willacy,48489.0,2072,121,21903,62.2,11313
Texas,TX,Williamson,48491.0,16374,17318,489250,92.0,31070
Texas,TX,Wilson,48493.0,1280,2385,46402,84.6,27238
Texas,TX,Winkler,48495.0,30,403,7821,70.1,23629
Texas,TX,Wise,48497.0,750,3486,61638,83.8,25663
Texas,TX,Wood,48499.0,660,3372,42852,83.4,23129
Texas,TX,Yoakum,48501.0,9,402,8286,70.3,21389
Texas,TX,Young,48503.0,198,1254,18350,78.6,26979
Texas,TX,Zapata,48505.0,1969,34,14319,54.8,16671
Texas,TX,Zavala,48507.0,1557,0,12267,60.3,12828
Utah,UT,Beaver,49001.0,0,87,6461,90.9,19415
Utah,UT,Box Elder,49003.0,90,520,51518,91.7,21720
Utah,UT,Cache,49005.0,630,1049,118343,92.5,20074
Utah,UT,Carbon,49007.0,128,293,20660,86.0,20155
Utah,UT,Daggett,49009.0,1,33,1117,86.0,22811
Utah,UT,Davis,49011.0,747,2902,329692,95.4,26035
Utah,UT,Duchesne,49013.0,37,324,20380,86.4,23411
Utah,UT,Emery,49015.0,26,161,10631,89.8,20137
Utah,UT,Garfield,49017.0,23,89,5024,92.0,21989
Utah,UT,Grand,49019.0,161,127,9429,91.0,23558
Utah,UT,Iron,49021.0,142,720,47269,90.6,17839
Utah,UT,Juab,49023.0,16,118,10486,89.9,18108
Utah,UT,Kane,49025.0,50,137,7254,94.4,24154
Utah,UT,Millard,49027.0,9,199,12606,86.4,19972
Utah,UT,Morgan,49029.0,39,175,10608,97.6,26274
Utah,UT,Piute,49031.0,0,70,1484,88.7,16959
Utah,UT,Rich,49033.0,0,31,2293,95.3,24258
Utah,UT,Salt Lake,49035.0,9431,6542,1091742,89.0,26103
Utah,UT,San Juan,49037.0,44,84,15251,82.8,15476
Utah,UT,Sanpete,49039.0,44,347,28477,88.4,17811
Utah,UT,Sevier,49041.0,34,374,20773,89.9,19115
Utah,UT,Summit,49043.0,751,459,39105,93.1,42462
Utah,UT,Tooele,49045.0,240,518,61598,92.0,22252
Utah,UT,Uintah,49047.0,39,575,36867,86.2,23805
Utah,UT,Utah,49049.0,1011,3713,560974,93.6,20774
Utah,UT,Wasatch,49051.0,170,386,27714,89.6,25777
Utah,UT,Washington,49053.0,660,3090,151948,91.7,21472
Utah,UT,Wayne,49055.0,30,46,2723,95.7,19858
Utah,UT,Weber,49057.0,1113,1695,240475,88.8,23106
Virginia,VA,Accomack,51001.0,1789,2068,33021,78.0,22703
Virginia,VA,Albemarle,51003.0,8284,3661,104489,91.4,37239
Virginia,VA,Alexandria,51510.0,16281,2546,150575,91.2,54608
Virginia,VA,Alleghany,51005.0,433,742,15820,82.7,24162
Virginia,VA,Amelia,51007.0,671,1055,12855,78.9,25100
Virginia,VA,Amherst,51009.0,1044,1777,32041,79.1,22580
Virginia,VA,Appomattox,51011.0,448,1033,15279,82.2,23636
Virginia,VA,Arlington,51013.0,25561,3698,226908,93.3,62018
Virginia,VA,Augusta,51015.0,1639,5117,73862,84.2,25519
Virginia,VA,Bath,51017.0,148,296,4563,90.0,28704
Virginia,VA,Bedford,51019.0,1876,5328,76583,87.6,28697
Virginia,VA,Bland,51021.0,125,584,6625,83.4,18501
Virginia,VA,Botetourt,51023.0,888,2185,33100,90.2,32490
Virginia,VA,Bristol,51520.0,428,988,17184,81.6,18820
Virginia,VA,Brunswick,51025.0,1354,561,16498,71.3,16060
Virginia,VA,Buchanan,51027.0,523,1586,23106,68.2,17489
Virginia,VA,Buckingham,51029.0,806,830,16913,70.9,17167
Virginia,VA,Buena Vista,51530.0,143,196,6603,77.0,18453
Virginia,VA,Campbell,51031.0,1296,3399,54885,83.8,23231
Virginia,VA,Caroline,51033.0,1902,1446,29778,80.9,25718
Virginia,VA,Carroll,51035.0,600,2412,29621,76.2,19385
Virginia,VA,Charles City,51036.0,863,252,7023,75.9,26198
Virginia,VA,Charlotte,51037.0,635,798,12225,74.8,18762
Virginia,VA,Charlottesville,51540.0,3888,489,45593,88.2,27268
Virginia,VA,Chesapeake,51550.0,16126,11421,233371,90.2,29905
Virginia,VA,Chesterfield,51041.0,22674,18051,332499,90.1,32572
Virginia,VA,Clarke,51043.0,625,836,14423,89.0,38748
Virginia,VA,Colonial Heights,51570.0,407,1417,17731,88.7,27610
Virginia,VA,Covington,51580.0,244,203,5802,78.8,20160
Virginia,VA,Craig,51045.0,113,403,5234,89.7,21498
Virginia,VA,Culpeper,51047.0,1421,2620,49166,84.3,27379
Virginia,VA,Cumberland,51049.0,639,660,9827,76.9,21540
Virginia,VA,Danville,51590.0,2676,1453,42444,77.9,19626
Virginia,VA,Dickenson,51051.0,346,911,15308,72.4,18215
Virginia,VA,Dinwiddie,51053.0,1935,1457,27859,80.2,23781
Virginia,VA,Emporia,51595.0,404,179,5462,71.4,19710
Virginia,VA,Essex,51057.0,642,446,11103,76.7,21532
Virginia,VA,Fairfax,51059.0,86898,32751,1137538,91.8,50532
Virginia,VA,Fairfax City,51600.0,1840,760,24483,92.0,44345
Virginia,VA,Falls Church,51610.0,1587,246,13601,97.3,59088
Virginia,VA,Fauquier,51061.0,2860,4888,68248,91.4,39600
Virginia,VA,Floyd,51063.0,396,1021,15578,81.4,21816
Virginia,VA,Fluvanna,51065.0,1355,1280,26092,85.5,30881
Virginia,VA,Franklin,51067.0,1674,3650,56358,82.7,24557
Virginia,VA,Franklin City,51620.0,831,291,8526,79.4,19588
Virginia,VA,Frederick,51069.0,2136,4730,82377,86.0,30112
Virginia,VA,Fredericksburg,51630.0,1396,708,28350,90.3,27222
Virginia,VA,Galax,51640.0,129,303,7014,75.8,21769
Virginia,VA,Giles,51071.0,405,1037,16815,80.5,23485
Virginia,VA,Gloucester,51073.0,1448,2907,37141,89.3,28673
Virginia,VA,Goochland,51075.0,1572,1820,21936,87.4,45039
Virginia,VA,Grayson,51077.0,265,959,15093,75.3,20591
Virginia,VA,Greene,51079.0,579,1057,19031,83.1,26998
Virginia,VA,Greensville,51081.0,832,371,11681,72.7,16380
Virginia,VA,Halifax,51083.0,1754,2157,35200,78.9,20929
Virginia,VA,Hampton,51650.0,13529,3876,136879,89.3,25247
Virginia,VA,Hanover,51085.0,4915,8586,101918,92.1,33540
Virginia,VA,Harrisonburg,51660.0,1481,989,52478,81.5,17080
Virginia,VA,Henrico,51087.0,28121,12910,321924,90.1,33115
Virginia,VA,Henry,51089.0,1809,2920,52081,77.0,19852
Virginia,VA,Highland,51091.0,86,164,2248,78.9,26372
Virginia,VA,Hopewell,51670.0,1177,942,22196,76.8,20388
Virginia,VA,Isle of Wight,51093.0,2446,2497,36007,86.1,30903
Virginia,VA,James City,51095.0,5210,4246,72583,93.5,39133
Virginia,VA,King George,51099.0,916,1437,25371,91.1,34234
Virginia,VA,King William,51101.0,841,1131,16186,89.4,26940
Virginia,VA,King and Queen,51097.0,477,411,7175,81.5,23868
Virginia,VA,Lancaster,51103.0,823,874,11044,87.9,30737
Virginia,VA,Lee,51105.0,299,1089,24951,74.2,16664
Virginia,VA,Lexington,51678.0,402,109,7311,78.3,14763
Virginia,VA,Loudoun,51107.0,21171,14420,363050,93.8,46565
Virginia,VA,Louisa,51109.0,1630,2094,34348,82.5,26956
Virginia,VA,Lunenburg,51111.0,738,642,12466,69.0,17630
Virginia,VA,Lynchburg,51680.0,3104,2334,79047,86.0,21440
Virginia,VA,Madison,51113.0,538,908,13157,79.8,27296
Virginia,VA,Manassas,51683.0,1812,1378,42081,82.6,28752
Virginia,VA,Manassas Park,51685.0,581,363,15174,82.9,26944
Virginia,VA,Martinsville,51690.0,834,426,13711,77.7,19900
Virginia,VA,Mathews,51115.0,435,762,8836,88.8,31342
Virginia,VA,Mecklenburg,51117.0,1588,1515,31192,76.9,20056
Virginia,VA,Middlesex,51119.0,559,945,10696,89.0,30531
Virginia,VA,Montgomery,51121.0,3506,3195,97244,89.6,23548
Virginia,VA,Nelson,51125.0,991,692,14850,80.8,26059
Virginia,VA,New Kent,51127.0,951,1626,20021,88.8,32068
Virginia,VA,Newport News,51700.0,12495,5192,182965,89.2,25310
Virginia,VA,Norfolk,51710.0,15747,4555,245428,86.0,24659
Virginia,VA,Northampton,51131.0,868,626,12121,78.1,23473
Virginia,VA,Northumberland,51133.0,818,1062,12251,85.6,28568
Virginia,VA,Norton,51720.0,86,200,4031,81.4,22699
Virginia,VA,Nottoway,51135.0,829,783,15579,73.8,19337
Virginia,VA,Orange,51137.0,1322,2212,35026,85.0,27655
Virginia,VA,Page,51139.0,411,1377,23848,75.6,22355
Virginia,VA,Patrick,51141.0,361,1182,18264,75.3,18860
Virginia,VA,Petersburg,51730.0,4099,287,32701,73.7,18936
Virginia,VA,Pittsylvania,51143.0,2369,4198,62383,79.1,21583
Virginia,VA,Poquoson,51735.0,295,1261,12048,92.7,38444
Virginia,VA,Portsmouth,51740.0,9464,3127,96004,82.4,23138
Virginia,VA,Powhatan,51145.0,1079,2509,28449,85.9,31252
Virginia,VA,Prince Edward,51147.0,1366,853,23074,79.5,17208
Virginia,VA,Prince George,51149.0,1992,1938,37333,86.0,24434
Virginia,VA,Prince William,51153.0,26439,15345,446094,89.1,37401
Virginia,VA,Pulaski,51155.0,837,2124,34322,81.8,23987
Virginia,VA,Radford,51750.0,472,478,17646,86.7,16181
Virginia,VA,Rappahannock,51157.0,416,556,7361,83.0,36505
Virginia,VA,Richmond,51159.0,333,306,8902,73.8,20875
Virginia,VA,Richmond City,51760.0,21822,2680,217853,81.5,27184
Virginia,VA,Roanoke,51161.0,3323,5650,93785,90.9,31728
Virginia,VA,Roanoke City,51770.0,4783,2583,99428,81.8,23295
Virginia,VA,Rockbridge,51163.0,902,1154,22327,84.4,25638
Virginia,VA,Rockingham,51165.0,1734,4837,78171,80.7,27298
Virginia,VA,Russell,51167.0,556,1730,28023,74.7,19735
Virginia,VA,Salem,51775.0,824,1246,25483,88.9,26661
Virginia,VA,Scott,51169.0,305,1487,22384,74.9,21485
Virginia,VA,Shenandoah,51171.0,958,2400,43021,84.6,25134
Virginia,VA,Smyth,51173.0,526,1744,31555,79.9,20837
Virginia,VA,Southampton,51175.0,1199,1025,18059,78.0,22433
Virginia,VA,Spotsylvania,51177.0,5399,6858,129188,89.1,31360
Virginia,VA,Stafford,51179.0,6437,7339,139992,92.6,36574
Virginia,VA,Staunton,51790.0,1114,998,24538,84.6,24753
Virginia,VA,Suffolk,51800.0,7533,3732,86806,87.2,29135
Virginia,VA,Surry,51181.0,812,362,6790,77.8,22600
Virginia,VA,Sussex,51183.0,958,440,11767,70.0,16546
Virginia,VA,Tazewell,51185.0,683,3421,43452,77.0,21358
Virginia,VA,Virginia Beach,51810.0,22352,22139,450980,93.6,31934
Virginia,VA,Warren,51187.0,941,2044,38987,84.0,28889
Virginia,VA,Washington,51191.0,1181,3333,54729,83.2,25109
Virginia,VA,Waynesboro,51820.0,788,910,21366,83.6,22872
Virginia,VA,Westmoreland,51193.0,879,1002,17477,79.1,25245
Virginia,VA,Williamsburg,51830.0,1159,336,14691,91.7,23127
Virginia,VA,Winchester,51840.0,949,871,27543,83.8,26060
Virginia,VA,Wise,51195.0,519,2093,39935,72.9,19107
Virginia,VA,Wythe,51197.0,528,1873,29121,81.7,23219
Virginia,VA,York,51199.0,3292,3981,66342,94.9,36373
Washington,WA,Adams,53001.0,6,929,19179,65.7,16940
Washington,WA,Asotin,53003.0,21,2270,22189,89.6,24659
Washington,WA,Benton,53005.0,107,14943,186486,88.5,28583
Washington,WA,Chelan,53007.0,63,5717,74588,83.2,25893
Washington,WA,Clallam,53009.0,85,6715,72715,91.3,25865
Washington,WA,Clark,53011.0,297,32947,451008,91.3,27681
Washington,WA,Columbia,53013.0,3,651,3985,86.1,23814
Washington,WA,Cowlitz,53015.0,76,8727,102133,87.4,23557
Washington,WA,Douglas,53017.0,23,3047,39804,80.4,22467
Washington,WA,Ferry,53019.0,5,949,7667,87.0,20052
Washington,WA,Franklin,53021.0,29,4277,87809,71.0,19503
Washington,WA,Garfield,53023.0,2,290,2215,96.6,26954
Washington,WA,Grant,53025.0,29,7778,93147,76.2,19738
Washington,WA,Grays Harbor,53027.0,65,4598,70818,85.4,21828
Washington,WA,Island,53029.0,97,6930,79275,94.6,30941
Washington,WA,Jefferson,53031.0,56,2462,30228,94.6,28266
Washington,WA,King,53033.0,3246,64740,2079967,92.1,39911
Washington,WA,Kitsap,53035.0,238,16346,254183,93.6,31769
Washington,WA,Kittitas,53037.0,31,3337,42522,91.1,22796
Washington,WA,Klickitat,53039.0,11,2289,20861,87.0,22229
Washington,WA,Lewis,53041.0,36,8513,75128,85.9,22212
Washington,WA,Lincoln,53043.0,8,1471,10250,93.5,25816
Washington,WA,Mason,53045.0,55,5491,60711,88.5,23542
Washington,WA,Okanogan,53047.0,23,2828,41290,81.7,20735
Washington,WA,Pacific,53049.0,18,2038,20561,87.6,23888
Washington,WA,Pend Oreille,53051.0,10,1928,12985,90.3,23167
Washington,WA,Pierce,53053.0,712,48071,831928,90.5,28223
Washington,WA,San Juan,53055.0,25,959,16015,94.5,37719
Washington,WA,Skagit,53057.0,116,7444,120365,88.2,27065
Washington,WA,Skamania,53059.0,5,1078,11340,89.6,28449
Washington,WA,Snohomish,53061.0,677,35474,759583,91.1,31349
Washington,WA,Spokane,53063.0,333,37357,484318,92.6,25661
Washington,WA,Stevens,53065.0,23,5075,43650,90.6,21986
Washington,WA,Thurston,53067.0,245,16639,265851,92.9,29744
Washington,WA,Wahkiakum,53069.0,2,530,4067,93.1,22334
Washington,WA,Walla Walla,53071.0,45,4689,59844,88.0,23809
Washington,WA,Whatcom,53073.0,166,16533,208351,90.9,26530
Washington,WA,Whitman,53075.0,28,2071,46827,96.2,21208
Washington,WA,Yakima,53077.0,123,14872,247687,71.0,19433
West Virginia,WV,Barbour,54001.0,686,1782,16766,78.3,17876
West Virginia,WV,Berkeley,54003.0,3591,9235,110497,86.0,26264
West Virginia,WV,Boone,54005.0,1244,1388,23714,75.5,21627
West Virginia,WV,Braxton,54007.0,899,861,14463,77.8,18635
West Virginia,WV,Brooke,54009.0,1489,1963,23530,89.5,22815
West Virginia,WV,Cabell,54011.0,4407,5977,97109,86.3,23647
West Virginia,WV,Calhoun,54013.0,312,480,7513,76.6,18053
West Virginia,WV,Clay,54015.0,434,568,8941,72.7,16740
West Virginia,WV,Doddridge,54017.0,115,1222,8391,80.6,17334
West Virginia,WV,Fayette,54019.0,2317,2683,45132,78.9,18685
West Virginia,WV,Gilmer,54021.0,343,433,8618,76.7,17870
West Virginia,WV,Grant,54023.0,168,2576,11687,80.3,20193
West Virginia,WV,Greenbrier,54025.0,1894,3005,35450,82.9,21720
West Virginia,WV,Hampshire,54027.0,719,2125,23483,78.2,17734
West Virginia,WV,Hancock,54029.0,1547,2458,30112,87.9,23261
West Virginia,WV,Hardy,54031.0,655,1119,13923,79.3,19032
West Virginia,WV,Harrison,54033.0,4184,5654,68761,86.9,23309
West Virginia,WV,Jackson,54035.0,1443,3585,29126,84.6,22527
West Virginia,WV,Jefferson,54037.0,2910,3863,55713,87.7,29605
West Virginia,WV,Kanawha,54039.0,12628,13936,190223,87.9,28174
West Virginia,WV,Lewis,54041.0,712,2128,16414,84.7,21175
West Virginia,WV,Lincoln,54043.0,1015,1193,21561,73.9,18458
West Virginia,WV,Logan,54045.0,1491,1665,35348,76.4,19901
West Virginia,WV,Marion,54049.0,3556,4035,56803,87.6,23229
West Virginia,WV,Marshall,54051.0,1449,3071,32416,88.1,24329
West Virginia,WV,Mason,54053.0,1221,2484,27016,81.7,20622
West Virginia,WV,McDowell,54047.0,781,760,20448,63.1,14093
West Virginia,WV,Mercer,54055.0,2167,5526,61785,80.9,20391
West Virginia,WV,Mineral,54057.0,854,3481,27578,86.9,19788
West Virginia,WV,Mingo,54059.0,1074,1161,25716,72.6,20609
West Virginia,WV,Monongalia,54061.0,4963,5971,103463,90.7,25846
West Virginia,WV,Monroe,54063.0,604,1557,13582,80.3,20294
West Virginia,WV,Morgan,54065.0,486,2824,17453,81.6,22312
West Virginia,WV,Nicholas,54067.0,1086,2210,25827,82.4,23209
West Virginia,WV,Ohio,54069.0,2468,3875,43328,91.2,26135
West Virginia,WV,Pendleton,54071.0,384,587,7371,79.9,21253
West Virginia,WV,Pleasants,54073.0,329,855,7634,89.2,21312
West Virginia,WV,Pocahontas,54075.0,524,833,8662,82.1,20373
West Virginia,WV,Preston,54077.0,957,4187,33788,82.9,21457
West Virginia,WV,Putnam,54079.0,2543,6395,56770,89.3,27957
West Virginia,WV,Raleigh,54081.0,3225,7325,78241,81.3,21837
West Virginia,WV,Randolph,54083.0,1515,2206,29429,82.8,19595
West Virginia,WV,Ritchie,54085.0,199,1740,10011,78.6,17843
West Virginia,WV,Roane,54087.0,741,1457,14664,75.4,17341
West Virginia,WV,Summers,54089.0,779,942,13417,78.6,17416
West Virginia,WV,Taylor,54091.0,764,1652,17069,85.6,20848
West Virginia,WV,Tucker,54093.0,330,787,6927,83.8,21126
West Virginia,WV,Tyler,54095.0,202,1358,9098,84.8,20704
West Virginia,WV,Upshur,54097.0,738,3273,24731,82.8,19498
West Virginia,WV,Wayne,54099.0,1934,2662,41122,77.7,19497
West Virginia,WV,Webster,54101.0,384,423,8834,70.6,17937
West Virginia,WV,Wetzel,54103.0,845,1096,15988,81.5,21653
West Virginia,WV,Wirt,54105.0,170,431,5845,85.6,21852
West Virginia,WV,Wood,54107.0,3169,9589,86237,88.8,24042
West Virginia,WV,Wyoming,54109.0,710,1593,22598,73.5,18377
Wisconsin,WI,Adams,55001.0,1373,2279,20215,85.3,22196
Wisconsin,WI,Ashland,55003.0,1346,1367,16103,90.5,21115
Wisconsin,WI,Barron,55005.0,2570,4217,45455,88.3,23337
Wisconsin,WI,Bayfield,55007.0,1484,1599,14985,93.2,25377
Wisconsin,WI,Brown,55009.0,16626,18705,256670,90.4,27787
Wisconsin,WI,Buffalo,55011.0,825,1395,13188,89.6,24500
Wisconsin,WI,Burnett,55013.0,917,1628,15328,89.2,22843
Wisconsin,WI,Calumet,55015.0,3031,4051,49491,92.1,28907
Wisconsin,WI,Chippewa,55017.0,4021,5832,63460,90.8,24628
Wisconsin,WI,Clark,55019.0,1475,2823,34423,81.9,20754
Wisconsin,WI,Columbia,55021.0,4183,4413,56615,91.6,28273
Wisconsin,WI,Crawford,55023.0,1132,1201,16392,90.2,22549
Wisconsin,WI,Dane,55025.0,61072,20884,516284,94.7,33712
Wisconsin,WI,Dodge,55027.0,4501,6501,88574,87.2,24573
Wisconsin,WI,Door,55029.0,2935,2948,27766,94.1,30657
Wisconsin,WI,Douglas,55031.0,3574,3676,43698,92.7,25129
Wisconsin,WI,Dunn,55033.0,2421,3074,44305,91.9,22499
